content_id,Name,Year,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
1315,Hit and Run,2021,7.1,6963,Action.Crime.Drama,NULL,Series,TV-MA,9,Mild,Moderate,Mild,Mild,Mild
1316,Ferris Bueller's Day Off,1986,7.8,336717,Comedy,103,Film,PG-13,1,Mild,Mild,Moderate,Mild,Mild
1317,When Calls the Heart,1986,8.1,11716,Drama.Family.Romance,43,Series,TV-G,87,None,None,None,Mild,Mild
1318,Big Mouth,1986,7.9,63265,Animation.Comedy.Romance,30,Series,TV-MA,45,Severe,Mild,Severe,Mild,None
1319,Travelers,1986,8.1,50720,Drama.Mystery.Sci-Fi,45,Series,TV-MA,34,Mild,Mild,Moderate,Moderate,Mild
1320,Californication,1986,8.3,175443,Comedy.Drama,28,Series,TV-MA,84,Severe,Mild,Severe,Severe,None
1321,Scream Queens,1986,7.1,37728,Comedy.Horror.Mystery,45,Series,TV-14,23,Moderate,Severe,Moderate,Mild,Moderate
1322,Lara Croft: Tomb Raider,2001,5.8,204276,Action.Adventure.Fantasy,100,Film,PG-13,1,Mild,Moderate,Mild,Mild,Mild
1323,Attack of the Hollywood Cliches!,2021,6.1,2137,Documentary.Comedy,58,Film,TV-MA,1,Moderate,Mild,Moderate,No Rate,Mild
1324,Full Metal Jacket,1987,8.3,703407,Drama.War,116,Film,R,1,Mild,Severe,Severe,Mild,Severe
1325,Ratched,1987,7.3,47207,Crime.Drama.Mystery,NULL,Series,TV-MA,18,Moderate,Severe,Mild,Mild,Severe
1326,RED,2010,7,299106,Action.Comedy.Crime,111,Film,PG-13,1,Mild,Moderate,Moderate,Mild,Moderate
1327,The Game,1997,7.7,370750,Action.Drama.Mystery,129,Film,R,1,Mild,Mild,Moderate,Mild,Moderate
1328,The New Mutants,2020,5.3,67155,Action.Horror.Mystery,94,Film,PG-13,1,Mild,Moderate,Moderate,Mild,Moderate
1329,Aladdin,2019,6.9,245698,Adventure.Comedy.Family,128,Film,PG,1,None,Mild,None,None,Mild
1330,Fast & Furious Presents: Hobbs & Shaw,2019,6.4,194931,Action.Adventure.Thriller,137,Film,PG-13,1,Mild,Moderate,Moderate,Mild,Moderate
1331,Ouija: Origin of Evil,2016,6.2,58020,Drama.Horror.Mystery,99,Film,PG-13,1,None,Moderate,Mild,Mild,Severe
1332,Shazam!,2019,7,296642,Action.Adventure.Comedy,132,Film,PG-13,1,None,Moderate,Mild,Mild,Moderate
1333,Road to Perdition,2002,7.7,257655,Crime.Drama.Thriller,117,Film,R,1,Mild,Moderate,Moderate,Mild,Moderate
1334,Home Again,2017,5.8,30703,Comedy.Drama.Romance,97,Film,PG-13,1,Mild,Mild,Mild,Mild,None
1335,The Human Centipede (First Sequence),2009,4.4,76180,Horror,92,Film,R,1,Moderate,Severe,Severe,Moderate,Severe
1336,Batman & Robin,1997,3.8,241590,Action.Sci-Fi,125,Film,PG-13,1,Mild,Mild,Mild,Mild,Mild
1337,You Only Live Twice,1967,6.9,103911,Action.Adventure.Thriller,117,Film,PG,1,Mild,Moderate,Mild,Mild,Mild
1338,The Shield,1967,8.7,76366,Crime.Drama.Thriller,47,Series,TV-MA,89,Moderate,Severe,Moderate,Severe,Severe
1339,The Breakfast Club,1985,7.8,373312,Comedy.Drama,97,Film,R,1,Mild,Mild,Moderate,Moderate,None
1340,Aftermath,2021,5.3,12053,Drama.Horror.Mystery,114,Film,TV-MA,1,Mild,Moderate,Moderate,Mild,Moderate
1341,Predator,1987,7.8,388411,Action.Adventure.Sci-Fi,107,Film,R,1,None,Severe,Moderate,Mild,Moderate
1342,Father Brown,1987,7.7,9196,Crime.Drama.Mystery,52,Series,TV-PG,95,Mild,Mild,Mild,Moderate,Mild
1343,True Romance,1993,7.9,217377,Crime.Drama.Romance,119,Film,R,1,Moderate,Severe,Severe,Severe,Severe
1344,Southpaw,2015,7.4,226759,Action.Crime.Drama,124,Film,R,1,Mild,Moderate,Severe,Mild,Moderate
1345,Reba,2015,6.6,14309,Comedy.Drama,30,Series,TV-PG,125,Mild,None,Mild,Mild,None
1346,Firebase,2017,7.1,3912,Short.Horror.Sci-Fi,27,Film,Not Rated,1,None,Severe,Moderate,No Rate,No Rate
1347,The Imitation Game,2014,8,719930,Biography.Drama.Thriller,114,Film,PG-13,1,Mild,Mild,Mild,Mild,Mild
1348,Greenland,2020,6.4,100856,Action.Drama.Thriller,119,Film,PG-13,1,None,Moderate,Mild,None,Moderate
1349,Hairspray,2007,6.7,124390,Comedy.Drama.Musical,117,Film,PG,1,Mild,None,Mild,Mild,Mild
1350,Ghost,1990,7.1,206313,Drama.Fantasy.Romance,127,Film,PG-13,1,Mild,Moderate,Moderate,None,Moderate
1351,Armageddon,1998,6.7,408801,Action.Adventure.Sci-Fi,151,Film,PG-13,1,Mild,Moderate,Moderate,Mild,Moderate
1352,Havoc,2022,NULL,NULL,Action.Thriller,NULL,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
1353,Starship Troopers,1997,7.2,280324,Action.Adventure.Sci-Fi,129,Film,R,1,Moderate,Severe,Mild,Mild,Severe
1354,Freddy vs.Jason,2003,5.7,114924,Action.Horror,97,Film,R,1,Moderate,Severe,Severe,Moderate,Severe
1355,Mrs.Doubtfire,1993,7,256622,Comedy.Drama.Family,125,Film,PG-13,1,Mild,Mild,Moderate,Mild,None
1356,Frozen,2013,7.4,593439,Animation.Adventure.Comedy,102,Film,PG,1,None,Mild,None,None,Mild
1357,Happy Gilmore,1996,7,209266,Comedy.Sport,92,Film,PG-13,1,Mild,Mild,Moderate,Mild,None
1358,Poldark,1996,8.3,28390,Drama.History.Romance,60,Series,TV-14,43,Mild,Mild,Mild,Mild,Mild
1359,Blood & Water,1996,6.5,2610,Drama.Mystery,53,Series,TV-MA,13,Moderate,None,Mild,Moderate,No Rate
1360,Big Trouble in Little China,1986,7.3,131632,Action.Adventure.Comedy,99,Film,PG-13,1,Mild,Moderate,Moderate,Mild,Moderate
1361,The Blind Side,2009,7.6,309095,Biography.Drama.Sport,129,Film,PG-13,1,Mild,Mild,Mild,Mild,Mild
1362,The Mist,2007,7.1,291982,Horror.Sci-Fi.Thriller,126,Film,R,1,None,Severe,Moderate,Mild,Severe
1363,King Richard,2021,6.7,250,Biography.Drama.Sport,138,Film,PG-13,1,Mild,Mild,Moderate,Mild,Moderate
1364,The Terminal,2004,7.4,429358,Comedy.Drama.Romance,128,Film,PG-13,1,Mild,None,Mild,Mild,None
1365,Scream,2004,7.1,37042,Comedy.Crime.Drama,45,Series,TV-14,29,Moderate,Severe,Mild,Mild,Moderate
1366,Schmigadoon!,2004,7.3,6207,Comedy.Musical,30,Series,TV-14,6,Mild,None,Mild,None,None
1367,Thor: The Dark World,2013,6.8,630536,Action.Adventure.Fantasy,112,Film,PG-13,1,Mild,Moderate,Mild,None,Moderate
1368,Zygote,2017,7.2,4465,Short.Horror.Sci-Fi,23,Film,Not Rated,1,None,Severe,Moderate,No Rate,No Rate
1369,The Graduate,1967,8,263718,Comedy.Drama.Romance,106,Film,PG,1,Moderate,Mild,Mild,Mild,Mild
1370,El juego de las llaves,1967,6.7,1484,Drama.Romance,30,Series,TV-MA,19,Moderate,No Rate,No Rate,No Rate,No Rate
1371,Octopussy,1983,6.5,101261,Action.Adventure.Thriller,131,Film,PG,1,Moderate,Moderate,Mild,Mild,Mild
1372,Stand by Me,1986,8.1,381082,Adventure.Drama,89,Film,R,1,Mild,Mild,Moderate,Mild,Moderate
1373,Total Recall,1990,7.5,315381,Action.Sci-Fi.Thriller,113,Film,R,1,Moderate,Severe,Moderate,None,Severe
1374,The Mother,2003,6.8,4189,Drama.Romance,112,Film,R,1,Moderate,Mild,Moderate,Moderate,Mild
1375,Midnight in Paris,2011,7.7,403980,Comedy.Fantasy.Romance,94,Film,PG-13,1,Mild,None,Mild,Mild,None
1376,The Terminator,1984,8,822248,Action.Sci-Fi,107,Film,R,1,Moderate,Moderate,Moderate,Mild,Moderate
1377,The Fast and the Furious,2001,6.8,368789,Action.Crime.Thriller,106,Film,PG-13,1,Moderate,Moderate,Moderate,Mild,Mild
1378,Enola Holmes,2020,6.6,150248,Action.Adventure.Crime,123,Film,PG-13,1,None,Mild,None,None,Mild
1379,King of the Hill,2020,7.3,48428,Animation.Comedy.Drama,30,Series,TV-PG,258,Mild,None,Mild,Moderate,None
1380,Not Another Teen Movie,2001,5.7,101791,Comedy,89,Film,R,1,Severe,Moderate,Moderate,Moderate,None
1381,Twin Peaks,2017,8.5,62089,Crime.Drama.Fantasy,60,Series,TV-MA,18,Moderate,Severe,Severe,Moderate,Severe
1382,Clarkson's Farm,2017,9.1,23812,Documentary.Reality-TV,45,Series,TV-PG,9,None,Mild,Moderate,Mild,None
1383,The Rite,2011,6,94364,Drama.Horror.Mystery,114,Film,PG-13,1,Mild,Moderate,Mild,None,Moderate
1384,21 Jump Street,2012,7.2,528589,Action.Comedy.Crime,109,Film,R,1,Moderate,Moderate,Severe,Severe,Mild
1385,Star Wars: Episode VIII - The Last Jedi,2017,6.9,590531,Action.Adventure.Fantasy,152,Film,PG-13,1,None,Moderate,Mild,Mild,Moderate
1386,The Killing of a Sacred Deer,2017,7,136351,Drama.Horror.Mystery,121,Film,R,1,Moderate,Moderate,Mild,Mild,Severe
1387,Colony,2017,7.4,33588,Action.Adventure.Drama,42,Series,TV-14,36,Mild,Moderate,Moderate,No Rate,Moderate
1388,Lucy,2014,6.4,468355,Action.Sci-Fi.Thriller,89,Film,R,1,Mild,Severe,Mild,Moderate,Moderate
1389,Derry Girls,2014,8.4,25707,Comedy,30,Series,TV-MA,13,None,None,Moderate,Mild,None
1390,Black Panther: Wakanda Forever,2022,NULL,NULL,Action.Adventure.Drama,NULL,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
1391,Blood Red Sky,2021,6.1,38932,Action.Horror.Thriller,121,Film,TV-MA,1,None,Severe,Severe,Mild,Severe
1392,You Belong to Me,2021,5.3,3539,Drama.Mystery.Thriller,105,Film,R,1,Mild,Moderate,Mild,Mild,Mild
1393,American Gangster,2007,7.8,407369,Biography.Crime.Drama,157,Film,R,1,Severe,Severe,Severe,Severe,Severe
1394,Dolittle,2020,5.6,55368,Adventure.Comedy.Family,101,Film,PG,1,None,None,None,None,Mild
1395,Dark Phoenix,2019,5.7,170773,Action.Adventure.Sci-Fi,113,Film,PG-13,1,None,Moderate,Mild,Mild,Moderate
1396,The Shape of Water,2017,7.3,394482,Adventure.Drama.Fantasy,123,Film,R,1,Severe,Severe,Moderate,Mild,Moderate
1397,Survivor,2017,7.3,23175,Adventure.Game-Show.Reality-TV,60,Series,TV-PG,609,Mild,Mild,Mild,Mild,Mild
1398,The Hunt for Red October,1990,7.6,189008,Action.Adventure.Thriller,135,Film,PG,1,None,Mild,Mild,Mild,Mild
1399,The Monster Squad,1987,7,30822,Action.Comedy.Fantasy,79,Film,PG-13,1,Mild,Mild,Moderate,Mild,Mild
1400,The Mindy Project,1987,7.4,30142,Comedy,30,Series,TV-14,117,Moderate,None,Mild,Mild,No Rate
1401,Divergent,2014,6.6,440217,Action.Adventure.Mystery,139,Film,PG-13,1,Mild,Moderate,Mild,None,Moderate
1402,L.A.'s Finest,2014,6.1,6383,Action.Comedy.Crime,60,Series,TV-14,26,Mild,Moderate,Moderate,Moderate,Moderate
1403,Unforgiven,1992,8.2,392997,Drama.Western,130,Film,R,1,Moderate,Moderate,Moderate,Mild,Moderate
1404,Taskmaster,1992,9,8872,Comedy.Game-Show,60,Series,TV-14,117,Mild,None,Moderate,None,None
1405,The Marksman,2021,5.6,23041,Action.Drama.Thriller,108,Film,PG-13,1,None,Moderate,Moderate,Mild,Moderate
1406,Parenthood,2021,8.2,32833,Comedy.Drama,60,Series,TV-PG,103,Mild,Mild,Mild,Moderate,Mild
1407,Fighting with My Family,2019,7.1,74761,Biography.Comedy.Drama,108,Film,PG-13,1,Mild,Mild,Mild,Mild,None
1408,Penny Dreadful,2019,8.2,116460,Drama.Fantasy.Horror,60,Series,TV-MA,27,Severe,Severe,Severe,Severe,Severe
1409,Planet of the Apes,2001,5.7,214997,Action.Adventure.Sci-Fi,119,Film,PG-13,1,Mild,Moderate,Mild,Mild,Mild
1410,Army of Darkness,1992,7.5,168896,Comedy.Horror,81,Film,R,1,Mild,Moderate,Mild,None,Mild
1411,Run,2020,6.7,60144,Mystery.Thriller,90,Film,PG-13,1,None,Mild,Mild,Mild,Moderate
1412,World War Z,2013,7,627735,Action.Adventure.Horror,116,Film,PG-13,1,None,Moderate,Mild,Mild,Moderate
1413,Underworld,2003,7,260948,Action.Fantasy.Thriller,121,Film,R,1,Mild,Severe,Moderate,Mild,Severe
1414,Spotlight,2015,8.1,443922,Biography.Crime.Drama,129,Film,R,1,Mild,Mild,Moderate,Mild,Moderate
1415,Bellbottom,2021,6.2,18108,Action.Thriller,123,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
1416,Baki,2021,6.7,4754,Animation.Action.Drama,45,Series,TV-MA,39,Moderate,Severe,Mild,Mild,Moderate
1417,Atlanta,2021,8.6,58326,Comedy.Drama.Music,30,Series,TV-MA,39,Mild,Moderate,Severe,Moderate,Mild
1418,The Blair Witch Project,1999,6.5,244656,Horror.Mystery,81,Film,R,1,None,Mild,Severe,Mild,Severe
1419,Beckett,2021,5.6,21794,Action.Crime.Drama,110,Film,TV-MA,1,Mild,Moderate,Moderate,Mild,Mild
1420,One Punch Man: Wanpanman,2021,8.8,133779,Animation.Action.Comedy,24,Series,TV-PG,25,Mild,Moderate,Mild,Mild,Mild
1421,Iron Man Three,2013,7.1,793632,Action.Adventure.Sci-Fi,130,Film,PG-13,1,Mild,Moderate,Mild,Mild,Moderate
1422,Do-ga-ni,2011,8.1,13284,Drama,125,Film,Not Rated,1,Severe,Severe,Mild,Mild,Severe
1423,Dave,2011,8.3,15304,Comedy.Music,30,Series,TV-MA,20,Moderate,Mild,Severe,Moderate,None
1424,The Ranch,2011,7.5,35793,Comedy.Drama.Western,30,Series,TV-MA,80,Mild,None,Severe,Moderate,None
1425,Sweet Home Alabama,2002,6.2,107480,Comedy.Romance,108,Film,PG-13,1,None,None,Mild,Mild,Mild
1426,Natural Born Killers,1994,7.3,225207,Action.Crime.Drama,118,Film,R,1,Moderate,Severe,Severe,Moderate,Severe
1427,Wild Things,1998,6.5,114853,Crime.Drama.Mystery,108,Film,R,1,Severe,Moderate,Severe,Moderate,Mild
1428,Castle Rock,1998,7.6,41820,Drama.Fantasy.Horror,60,Series,TV-MA,20,Moderate,Severe,Moderate,Mild,Severe
1429,Forbrydelsen,1998,8.4,25942,Crime.Drama.Mystery,57,Series,TV-MA,40,Mild,Moderate,Mild,Mild,Moderate
1430,JAG,1998,6.6,17409,Action.Crime.Drama,60,Series,TV-14,227,Mild,Moderate,Mild,Mild,Mild
1431,Shadowhunters: The Mortal Instruments,1998,6.6,57588,Action.Drama.Fantasy,42,Series,TV-14,55,Mild,Moderate,None,Mild,Moderate
1432,Dirty John,1998,7.2,19007,Crime.Drama,44,Series,TV-14,16,Mild,Mild,Mild,Mild,Moderate
1433,The Terror,1998,7.9,41518,Adventure.Drama.History,60,Series,TV-14,20,Mild,Severe,Mild,Mild,Severe
1434,Fargo,1996,8.1,644973,Crime.Drama.Thriller,98,Film,R,1,Moderate,Severe,Severe,Mild,Moderate
1435,Love.Victor,1996,8.1,12263,Comedy.Drama.Romance,30,Series,TV-14,21,Mild,None,Mild,Mild,None
1436,The Help,2011,8,440341,Drama,146,Film,PG-13,1,None,Mild,Mild,Mild,Mild
1437,Munich,2005,7.5,219774,Action.Drama.History,164,Film,R,1,Moderate,Severe,Moderate,Mild,Severe
1438,I Spit on Your Grave,2010,6.3,80557,Horror.Thriller,108,Film,R,1,Severe,Severe,Severe,Moderate,Severe
1439,Terminator: Dark Fate,2019,6.2,163583,Action.Adventure.Sci-Fi,128,Film,R,1,Mild,Moderate,Moderate,Mild,Moderate
1440,Alice in Wonderland,2010,6.4,396924,Adventure.Family.Fantasy,108,Film,PG,1,None,Moderate,None,Mild,Moderate
1441,Queens,2010,NULL,NULL,Drama.Music,NULL,Series,NULL,6,No Rate,No Rate,No Rate,No Rate,No Rate
1442,All About Eve,1950,8.2,126291,Drama,138,Film,Passed,1,None,None,None,Moderate,None
1443,Things Heard & Seen,2021,5.3,26809,Drama.Horror.Mystery,121,Film,TV-MA,1,Mild,Moderate,Moderate,Mild,Moderate
1444,Paradise Hills,2019,5.4,21145,Fantasy.Sci-Fi.Thriller,95,Film,TV-14,1,Mild,Mild,Mild,Mild,Mild
1445,Martyrs,2008,7.1,88087,Horror,99,Film,R,1,Moderate,Severe,Mild,Mild,Severe
1446,Zootopia,2016,8,460226,Animation.Adventure.Comedy,108,Film,PG,1,None,Mild,None,Mild,Mild
1447,Ghost in the Shell,2017,6.3,206127,Action.Crime.Drama,107,Film,PG-13,1,Mild,Moderate,Mild,Mild,Mild
1448,Vikings: Valhalla,2017,NULL,NULL,Action.Adventure.Drama,NULL,Series,NULL,24,No Rate,No Rate,No Rate,No Rate,No Rate
1449,Midnight,2021,6.6,871,Thriller,103,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
1450,The Turning,2020,3.8,11947,Drama.Horror.Mystery,94,Film,PG-13,1,Mild,Moderate,Mild,None,Moderate
1451,Baywatch,2017,5.5,174777,Action.Comedy.Crime,116,Film,R,1,Moderate,Moderate,Severe,Mild,Mild
1452,That Thing You Do!,1996,6.9,65575,Comedy.Drama.Music,108,Film,PG,1,Mild,None,Mild,Mild,None
1453,The L Word,1996,7.6,25328,Drama.Romance,50,Series,TV-MA,70,Severe,None,Moderate,Moderate,Mild
1454,Under the Skin,2013,6.3,136184,Drama.Horror.Sci-Fi,108,Film,R,1,Severe,Moderate,Mild,Mild,Severe
1455,A Mouthful of Air,2021,NULL,NULL,Drama,NULL,Film,R,1,No Rate,No Rate,No Rate,No Rate,No Rate
1456,Blush,2021,7.7,767,Animation.Short.Sci-Fi,11,Film,PG,1,None,None,None,None,Mild
1457,New Tricks,2021,7.8,6214,Comedy.Crime.Drama,60,Series,TV-14,107,No Rate,No Rate,No Rate,No Rate,No Rate
1458,Dallas,2021,7,13719,Drama.Romance,60,Series,TV-PG,356,No Rate,No Rate,No Rate,No Rate,No Rate
1459,The Devil Wears Prada,2006,6.9,391489,Comedy.Drama,109,Film,PG-13,1,Mild,None,Mild,Mild,None
1460,John Wick: Chapter 2,2017,7.5,395905,Action.Crime.Thriller,122,Film,R,1,Mild,Severe,Moderate,Mild,Severe
1461,My Cousin Vinny,1992,7.6,115033,Comedy.Crime,120,Film,R,1,Mild,Mild,Moderate,Mild,None
1462,For Your Eyes Only,1981,6.7,96673,Action.Adventure.Thriller,127,Film,PG,1,Mild,Moderate,None,Mild,Mild
1463,Silver Linings Playbook,2012,7.7,682108,Comedy.Drama.Romance,122,Film,R,1,Mild,Mild,Severe,Mild,Mild
1464,Road Trip,2000,6.4,163615,Comedy,93,Film,R,1,Moderate,Mild,Moderate,Moderate,None
1465,Point Break,1991,7.3,169670,Action.Crime.Thriller,122,Film,R,1,Mild,Moderate,Severe,Mild,Moderate
1466,Roseanne,1991,7,41387,Comedy.Drama,21,Series,TV-PG,230,Mild,Mild,Mild,Mild,Mild
1467,The Untouchables,1987,7.9,295516,Crime.Drama.Thriller,119,Film,R,1,None,Severe,Moderate,Mild,Moderate
1468,Crooked House,2017,6.3,21361,Crime.Drama.Mystery,115,Film,PG-13,1,None,Mild,Mild,Moderate,Mild
1469,The Wizard of Oz,1939,8,380235,Adventure.Family.Fantasy,102,Film,G,1,None,Mild,None,None,Mild
1470,Cinderella,2015,6.9,169105,Adventure.Drama.Family,105,Film,PG,1,None,None,None,None,Mild
1471,A Bridge Too Far,1977,7.4,54645,Drama.History.War,175,Film,PG,1,None,Moderate,Moderate,Mild,Moderate
1472,The Mitchells vs the Machines,2021,7.7,76940,Animation.Adventure.Comedy,113,Film,PG,1,None,Mild,None,None,Mild
1473,Blade,1998,7.1,257516,Action.Horror.Sci-Fi,120,Film,R,1,Mild,Severe,Severe,Moderate,Moderate
1474,The Final Girls,2015,6.6,42736,Comedy.Drama.Fantasy,91,Film,PG-13,1,Mild,Moderate,Moderate,Mild,Mild
1475,Casino Royale,1967,5.1,28917,Comedy,131,Film,Approved,1,Mild,Mild,Mild,Mild,None
1476,Fear of Rain,2021,5.9,5536,Drama.Horror.Thriller,109,Film,PG-13,1,None,Mild,Mild,Mild,Severe
1477,Kimi no na wa.,2016,8.4,226939,Animation.Drama.Fantasy,106,Film,TV-PG,1,Mild,None,None,Mild,Mild
1478,The House That Jack Built,2018,6.8,66537,Crime.Drama.Horror,152,Film,R,1,Moderate,Severe,Severe,Mild,Severe
1479,Coal Miner's Daughter,1980,7.5,17809,Biography.Drama.Music,124,Film,PG,1,Mild,Mild,Moderate,Mild,Moderate
1480,Just Mercy,2019,7.6,57183,Biography.Crime.Drama,137,Film,PG-13,1,None,Mild,Mild,Mild,Moderate
1481,Scream 3,2000,5.6,129243,Horror.Mystery,116,Film,R,1,Mild,Severe,Moderate,Mild,Severe
1482,Eiffel,2021,6.4,325,Biography.Drama.History,108,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
1483,Verdens verste menneske,2021,8.2,1023,Comedy.Drama,127,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
1484,Ocean's Eleven,2001,7.7,540659,Crime.Thriller,116,Film,PG-13,1,Mild,Mild,Moderate,Mild,Mild
1485,Major Dad,2001,6.4,2443,Comedy.Family,30,Series,NULL,96,No Rate,No Rate,No Rate,No Rate,No Rate
1486,Bad Boys,1995,6.9,251286,Action.Comedy.Crime,119,Film,R,1,Mild,Moderate,Severe,Moderate,Moderate
1487,The Ritual,2017,6.3,87392,Horror.Mystery.Thriller,94,Film,TV-MA,1,Mild,Severe,Severe,Mild,Severe
1488,Ratatouille,2007,8,671712,Animation.Adventure.Comedy,111,Film,G,1,None,Mild,None,Mild,Mild
1489,Inspector Morse,2007,8.2,11095,Crime.Drama.Mystery,100,Series,TV-14,33,Moderate,Severe,Mild,Mild,Moderate
1490,Underwater,2020,5.8,72580,Adventure.Horror.Sci-Fi,95,Film,PG-13,1,None,Moderate,Mild,None,Moderate
1491,La vita è bella,1997,8.6,654219,Comedy.Drama.Romance,116,Film,PG-13,1,None,Mild,None,Mild,Moderate
1492,Van Helsing,1997,6.2,20576,Action.Drama.Fantasy,43,Series,TV-14,65,Mild,Severe,Moderate,Mild,Severe
1493,Bud Abbott Lou Costello Meet Frankenstein,1948,7.4,16974,Comedy.Family.Fantasy,83,Film,Not Rated,1,None,Mild,None,Mild,Mild
1494,Monsters.Inc.,2001,8.1,853277,Animation.Adventure.Comedy,92,Film,G,1,None,Mild,None,None,Mild
1495,Back to Life,2001,7.5,4249,Comedy.Drama,30,Series,TV-MA,12,Moderate,Moderate,Severe,Mild,Mild
1496,Falling for Figaro,2020,6.1,263,Comedy.Romance,104,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
1497,Sonic the Hedgehog,2020,6.5,106840,Action.Adventure.Comedy,99,Film,PG,1,None,Mild,Mild,Mild,Mild
1498,Scouts Guide to the Zombie Apocalypse,2015,6.3,48670,Action.Comedy.Horror,93,Film,R,1,Severe,Severe,Severe,Mild,Moderate
1499,Fast Times at Ridgemont High,1982,7.2,100284,Comedy.Drama,90,Film,R,1,Severe,Mild,Moderate,Moderate,None
1500,C'mon C'mon,2021,8,229,Drama,108,Film,R,1,No Rate,No Rate,Severe,No Rate,Severe
1501,The Karate Kid,1984,7.3,208969,Action.Drama.Family,126,Film,PG,1,None,Mild,Mild,Mild,Mild
1502,Commando,1985,6.7,153193,Action.Adventure.Thriller,90,Film,R,1,Mild,Severe,Moderate,Mild,Moderate
1503,Evil Dead,2013,6.5,163319,Horror,91,Film,R,1,Mild,Severe,Severe,Mild,Severe
1504,Amphibia,2013,8.1,3342,Animation.Action.Adventure,23,Series,TV-Y7,45,None,Mild,None,None,Mild
1505,The Perks of Being a Wallflower,2012,7.9,482833,Drama.Romance,103,Film,PG-13,1,Mild,Mild,Moderate,Moderate,Moderate
1506,The Man from U.N.C.L.E.,2015,7.3,291228,Action.Adventure.Comedy,116,Film,PG-13,1,Mild,Moderate,Mild,Mild,Mild
1507,Room,2015,8.1,394244,Drama.Thriller,118,Film,R,1,Mild,Mild,Moderate,Mild,Moderate
1508,District 9,2009,7.9,656442,Action.Sci-Fi.Thriller,112,Film,R,1,Mild,Severe,Severe,Mild,Severe
1509,Degrassi: The Next Generation,2009,7.4,12723,Drama.Romance,30,Series,TV-PG,385,Mild,Moderate,Mild,Moderate,Moderate
1510,Magnum.P.I.,2009,7.5,23800,Action.Adventure.Crime,48,Series,TV-PG,158,Mild,Moderate,Mild,Mild,Mild
1511,Kingdom of Heaven,2005,7.2,276066,Action.Adventure.Drama,144,Film,R,1,Mild,Severe,Mild,Mild,Moderate
1512,Cosmic Sin,2021,2.5,10329,Action.Adventure.Sci-Fi,88,Film,R,1,Mild,Moderate,Moderate,Mild,Moderate
1513,G.I.Joe: The Rise of Cobra,2009,5.8,204827,Action.Adventure.Sci-Fi,118,Film,PG-13,1,None,Moderate,Mild,Mild,Mild
1514,Event Horizon,1997,6.7,168940,Horror.Sci-Fi.Thriller,96,Film,R,1,Moderate,Severe,Moderate,Mild,Severe
1515,Hunters,1997,7.2,35064,Crime.Drama.Mystery,60,Series,TV-MA,20,Moderate,Severe,Severe,Mild,Severe
1516,Friday the 13th Part 2,1981,6.1,63824,Horror.Mystery.Thriller,87,Film,R,1,Moderate,Severe,Moderate,Mild,Severe
1517,For Life,1981,7.7,5719,Biography.Crime.Drama,43,Series,TV-14,23,Mild,Mild,Severe,Mild,Mild
1518,The Girlfriend Experience,1981,7,10068,Drama,27,Series,TV-MA,37,Severe,Moderate,Moderate,Mild,None
1519,Identity,2003,7.3,235927,Mystery.Thriller,90,Film,R,1,None,Severe,Moderate,None,Moderate
1520,Warrior,2011,8.1,451014,Action.Drama.Sport,140,Film,PG-13,1,None,Moderate,Mild,Mild,Mild
1521,Sleepers,1996,7.6,208408,Crime.Drama.Thriller,147,Film,R,1,Moderate,Severe,Moderate,Moderate,Severe
1522,The Brokenwood Mysteries,1996,7.9,3529,Crime.Drama.Mystery,90,Series,Not Rated,30,Mild,Mild,Mild,Mild,Mild
1523,Superbad,2007,7.6,544593,Comedy,113,Film,R,1,Moderate,Mild,Severe,Severe,None
1524,The Lion King,2019,6.8,227258,Animation.Adventure.Drama,118,Film,PG,1,None,Mild,None,None,Moderate
1525,The Nice Guys,2016,7.4,301176,Action.Comedy.Crime,116,Film,R,1,Moderate,Moderate,Severe,Moderate,Mild
1526,War Dogs,2016,7.1,195267,Biography.Comedy.Crime,114,Film,R,1,Mild,Moderate,Severe,Severe,Mild
