content_id,Name,Year,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
3169,Sunset Blvd.,1950,8.4,211770,Drama.Film-Noir,110,Film,Passed,1,None,Mild,None,Mild,Mild
3170,The Voices,2014,6.4,55877,Comedy.Crime.Fantasy,103,Film,R,1,Mild,Severe,Severe,Mild,Moderate
3171,Kung fu,2004,7.7,133212,Action.Comedy.Fantasy,99,Film,R,1,Mild,Moderate,Mild,Mild,Mild
3172,Revenge of the Nerds,1984,6.6,51589,Comedy,90,Film,R,1,Moderate,Mild,Moderate,Moderate,None
3173,The Midnight Sky,2020,5.6,78077,Drama.Fantasy.Sci-Fi,118,Film,PG-13,1,None,Mild,Mild,Mild,Mild
3174,Major League,1989,7.2,65689,Comedy.Sport,107,Film,R,1,Mild,Mild,Moderate,Mild,None
3175,Runaways,1989,7,24021,Action.Drama.Sci-Fi,60,Series,TV-14,33,Mild,Mild,Moderate,Mild,Mild
3176,Sister Act,1992,6.4,93098,Comedy.Family.Music,100,Film,PG,1,Mild,Mild,Mild,Mild,Mild
3177,Koroshiya 1,2001,7,54235,Action.Comedy.Crime,129,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
3178,The Amityville Horror,1979,6.2,37554,Horror,117,Film,R,1,Mild,Moderate,Mild,Mild,Moderate
3179,The Doors,1991,7.2,88443,Biography.Drama.Music,140,Film,R,1,Severe,Moderate,Moderate,Severe,Moderate
3180,Ghost Rider,2007,5.3,230200,Action.Fantasy.Thriller,110,Film,PG-13,1,None,Moderate,Mild,Mild,Moderate
3181,Swiss Army Man,2016,7,111412,Comedy.Drama.Fantasy,97,Film,R,1,Mild,Mild,Moderate,None,Mild
3182,Last of the Summer Wine,2016,7,2866,Comedy,30,Series,TV-PG,294,Mild,None,Mild,Mild,None
3183,A Walk to Remember,2002,7.3,205083,Drama.Romance,101,Film,PG,1,Mild,Mild,Mild,Mild,Mild
3184,The Guernsey Literary and Potato Peel Pie Society,2018,7.4,41189,Drama.Romance.War,124,Film,TV-14,1,None,Mild,Mild,Mild,Mild
3185,Streets of Fire,1984,6.7,20167,Action.Crime.Drama,93,Film,PG,1,Mild,Moderate,Mild,Mild,Mild
3186,The Tree of Life,2011,6.8,172419,Drama.Fantasy,139,Film,PG-13,1,None,Mild,None,None,Mild
3187,Victor Frankenstein,2015,6,54894,Drama.Horror.Sci-Fi,110,Film,PG-13,1,None,Moderate,Mild,Mild,Moderate
3188,Child's Play 2,1990,5.9,48261,Horror.Thriller,84,Film,R,1,None,Severe,Moderate,Mild,Moderate
3189,Skyscraper,2018,5.8,114851,Action.Adventure.Thriller,102,Film,PG-13,1,None,Moderate,Moderate,Mild,Moderate
3190,The Mountain Between Us,2017,6.4,71634,Action.Adventure.Drama,112,Film,PG-13,1,Mild,Mild,Mild,None,Mild
3191,Colombiana,2011,6.4,98263,Action.Drama.Thriller,108,Film,PG-13,1,Mild,Moderate,Moderate,Mild,Moderate
3192,The Souvenir,2019,6.4,10002,Drama.Mystery.Romance,120,Film,R,1,Moderate,Mild,Mild,Moderate,Mild
3193,Gosford Park,2001,7.2,84085,Comedy.Drama.Mystery,131,Film,R,1,Mild,Mild,Moderate,Mild,Mild
3194,The Man Who Killed Don Quixote,2018,6.4,18173,Adventure.Comedy.Drama,132,Film,Not Rated,1,Mild,Mild,Moderate,Mild,Moderate
3195,Per un pugno di dollari,1964,8,207415,Action.Drama.Western,99,Film,R,1,None,Moderate,None,Mild,Moderate
3196,Black Lightning,1964,6.1,23938,Action.Drama.Sci-Fi,43,Series,TV-14,58,Mild,Moderate,Mild,Moderate,Mild
3197,Threesome,1964,7.1,502,Drama,NULL,Series,NULL,8,No Rate,No Rate,No Rate,No Rate,No Rate
3198,Bliss,2021,5.4,15550,Drama.Romance.Sci-Fi,103,Film,R,1,Mild,Moderate,Moderate,Severe,Moderate
3199,Rise of the Planet of the Apes,2011,7.5,509450,Action.Drama.Sci-Fi,105,Film,PG-13,1,None,Moderate,Mild,Mild,Moderate
3200,The Guns of Navarone,1961,7.5,48149,Action.Adventure.Drama,158,Film,TV-PG,1,None,Moderate,Mild,Mild,Mild
3201,A History of Violence,2005,7.4,230538,Action.Drama.Thriller,96,Film,R,1,Severe,Severe,Moderate,Moderate,Moderate
3202,Crawlspace,2016,5.1,6681,Horror.Thriller,88,Film,R,1,Mild,Moderate,Mild,Moderate,Severe
3203,Our Friend,2019,7.3,8333,Drama.Romance,124,Film,R,1,None,None,Moderate,Mild,Mild
3204,Deepwater Horizon,2016,7.1,160723,Action.Drama.History,107,Film,PG-13,1,Mild,Moderate,Moderate,Mild,Moderate
3205,AVP: Alien vs.Predator,2004,5.6,190952,Action.Adventure.Horror,101,Film,PG-13,1,None,Moderate,Moderate,Mild,Moderate
3206,Seed of Chucky,2004,4.8,42598,Comedy.Fantasy.Horror,87,Film,R,1,Moderate,Severe,Severe,Mild,Moderate
3207,Twitches,2005,5.8,7832,Comedy.Drama.Family,86,Film,TV-PG,1,None,Mild,None,None,Mild
3208,The Cloverfield Paradox,2018,5.5,100296,Action.Horror.Sci-Fi,102,Film,PG-13,1,None,Moderate,Mild,None,Moderate
3209,Chicago,2002,7.2,222586,Comedy.Crime.Musical,113,Film,PG-13,1,Moderate,Mild,Moderate,Moderate,Mild
3210,The Division,2022,NULL,NULL,Action.Adventure.Drama,NULL,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
3211,Burnt,2015,6.6,111659,Comedy.Drama,101,Film,R,1,Mild,Mild,Severe,Mild,Mild
3212,Bunk'd,2015,5.4,2919,Comedy.Drama.Family,30,Series,TV-G,110,None,Mild,None,None,Mild
3213,Love You To Death,2019,6.1,671,Drama,90,Film,TV-14,1,Mild,Mild,None,None,None
3214,Casualty,2019,6.1,2855,Drama,50,Series,TV-PG,1234,Mild,Severe,Mild,Moderate,Moderate
3215,Tonari no Totoro,1988,8.2,312336,Animation.Family.Fantasy,86,Film,G,1,None,None,None,None,None
3216,Namhansanseong,2017,6.8,1940,Action.Drama.History,140,Film,Not Rated,1,None,Moderate,No Rate,No Rate,No Rate
3217,The Bank Job,2008,7.2,177698,Crime.Drama.Thriller,111,Film,R,1,Severe,Moderate,Severe,Moderate,Moderate
3218,Under Siege,1992,6.5,82410,Action.Thriller,103,Film,R,1,Mild,Severe,Moderate,Mild,Moderate
3219,PAW Patrol,1992,6.1,2692,Animation.Adventure.Comedy,23,Series,TV-Y,199,None,Mild,None,None,Mild
3220,A Million Ways to Die in the West,2014,6.1,183506,Comedy.Western,116,Film,R,1,Moderate,Moderate,Severe,Moderate,Mild
3221,Dogma,1999,7.3,212690,Adventure.Comedy.Drama,130,Film,R,1,Moderate,Severe,Severe,Moderate,Moderate
3222,Toy Story 3,2010,8.2,788356,Animation.Adventure.Comedy,103,Film,G,1,None,Mild,None,None,Moderate
3223,Walking Tall,2004,6.3,73727,Action.Crime,86,Film,PG-13,1,Mild,Moderate,Moderate,Mild,Moderate
3224,Colossal,2016,6.2,62203,Action.Adventure.Comedy,109,Film,R,1,None,Moderate,Moderate,Moderate,Mild
3225,Freddy's Dead: The Final Nightmare,1991,4.9,44085,Fantasy.Horror,89,Film,R,1,Mild,Moderate,Moderate,Moderate,Moderate
3226,Pánico en el Transiberiano,1972,6.6,10137,Adventure.Horror.Sci-Fi,91,Film,R,1,None,Moderate,None,Mild,Moderate
3227,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,231796,Adventure.Drama.Fantasy,117,Film,PG-13,1,Moderate,Moderate,None,Mild,Severe
3228,The Basketball Diaries,1995,7.3,106405,Biography.Crime.Drama,102,Film,R,1,Moderate,Severe,Severe,Severe,Severe
3229,Val,2021,6.3,406,Comedy.Horror.Thriller,81,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
3230,The Nightingale,2018,7.3,25291,Adventure.Drama.Thriller,136,Film,R,1,Severe,Severe,Severe,Mild,Severe
3231,Awakenings,1990,7.8,133265,Biography.Drama,121,Film,PG-13,1,None,None,Mild,Mild,Mild
3232,Rush Hour 2,2001,6.6,208957,Action.Comedy.Crime,90,Film,PG-13,1,Mild,Moderate,Moderate,Mild,Moderate
3233,The Adam Project,2022,NULL,NULL,Action.Adventure.Sci-Fi,NULL,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
3234,The Good Son,1993,6.4,39550,Drama.Thriller,87,Film,R,1,None,Moderate,Mild,Mild,Moderate
3235,The Amazing World of Gumball,1993,8.2,26128,Animation.Short.Adventure,11,Series,TV-Y7-FV,240,Mild,Mild,Mild,Mild,Mild
3236,Filth,2013,7.1,105336,Comedy.Crime.Drama,97,Film,R,1,Severe,Moderate,Severe,Severe,Moderate
3237,Overboard,1987,6.9,56044,Comedy.Romance,112,Film,PG,1,Mild,None,Mild,Mild,None
3238,Cartel,2021,8.9,4470,Action.Drama,NULL,Series,NULL,14,No Rate,No Rate,No Rate,No Rate,No Rate
3239,Les frères Sisters,2018,6.9,60263,Crime.Drama.Western,122,Film,R,1,Mild,Severe,Moderate,Moderate,Moderate
3240,The Disaster Artist,2017,7.4,145779,Biography.Comedy.Drama,104,Film,R,1,Moderate,None,Severe,Mild,None
3241,The Society,2019,7.1,24586,Drama.Mystery.Sci-Fi,58,Series,TV-MA,10,Moderate,Moderate,Severe,Moderate,Mild
3242,Mission: Impossible II,2000,6.1,326271,Action.Adventure.Thriller,123,Film,PG-13,1,Mild,Moderate,Mild,Mild,Moderate
3243,The Way Back,2020,6.7,39978,Drama.Sport,108,Film,R,1,None,Mild,Severe,Severe,Mild
3244,Boy Erased,2018,6.9,36147,Biography.Drama,115,Film,R,1,Moderate,Mild,Mild,Mild,Moderate
3245,Field of Dreams,1989,7.5,114628,Drama.Family.Fantasy,107,Film,PG,1,None,None,Mild,Mild,None
3246,Utopia,1989,8.4,43697,Drama.Mystery.Sci-Fi,50,Series,TV-MA,12,Moderate,Severe,Severe,Mild,Severe
3247,Ralph Breaks the Internet,2018,7,144995,Animation.Adventure.Comedy,112,Film,PG,1,None,Mild,None,None,Mild
3248,Masquerade,2021,3.8,407,Horror.Thriller,80,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
3249,The Princess and the Frog,2009,7.1,132841,Animation.Adventure.Comedy,97,Film,G,1,None,Mild,None,Mild,Moderate
3250,The Interview,2014,6.5,317400,Action.Adventure.Comedy,112,Film,R,1,Moderate,Severe,Severe,Moderate,Moderate
3251,The Hangover Part II,2011,6.5,478818,Comedy,102,Film,R,1,Severe,Moderate,Severe,Severe,Moderate
3252,The Opposite Sex,1956,6.1,1591,Comedy.Musical.Romance,117,Film,Not Rated,1,No Rate,No Rate,No Rate,No Rate,No Rate
3253,The Borgias,1956,7.9,49647,Crime.Drama.History,50,Series,TV-MA,29,Severe,Severe,Moderate,Mild,No Rate
3254,Nuovo Cinema Paradiso,1988,8.5,246276,Drama.Romance,155,Film,PG,1,Moderate,Mild,Mild,Mild,Mild
3255,Rogue Hostage,2021,3.1,1462,Action.Thriller,93,Film,Not Rated,1,Mild,Severe,Moderate,Mild,Moderate
3256,Lost in Space,2021,7.2,7117,Adventure.Comedy.Family,60,Series,TV-G,84,No Rate,Mild,No Rate,No Rate,Mild
3257,Workaholics,2021,8.1,48387,Comedy,22,Series,TV-14,86,Moderate,Mild,Severe,Severe,Mild
3258,Wonder Woman,2021,7.1,7854,Action.Adventure.Fantasy,60,Series,TV-G,60,Mild,Mild,Mild,Mild,Mild
3259,Boyhood,2014,7.9,345055,Drama,165,Film,R,1,Mild,Mild,Moderate,Moderate,Mild
3260,31,2016,5.1,19664,Horror.Thriller,102,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
3261,Peppermint,2018,6.5,61430,Action.Crime.Drama,101,Film,R,1,None,Severe,Moderate,Moderate,Severe
3262,Alexander,2004,5.6,166305,Action.Biography.Drama,175,Film,R,1,Moderate,Severe,Mild,Mild,Moderate
3263,Killing Them Softly,2012,6.2,138664,Crime.Drama.Thriller,97,Film,R,1,Mild,Severe,Severe,Severe,Severe
3264,The Invitation,2015,6.6,102032,Drama.Mystery.Thriller,100,Film,Not Rated,1,Mild,Moderate,Moderate,Mild,Moderate
3265,Steel Magnolias,1989,7.3,51343,Comedy.Drama.Romance,117,Film,PG,1,Mild,None,Moderate,Mild,Mild
3266,Flipped,2010,7.7,86680,Comedy.Drama.Romance,90,Film,PG,1,None,Mild,Mild,None,Mild
3267,Counterpart,2010,8.1,24522,Drama.Sci-Fi.Thriller,60,Series,TV-MA,20,Moderate,Moderate,Moderate,Mild,Mild
3268,Never Let Me Go,2010,7.1,141000,Drama.Romance.Sci-Fi,103,Film,R,1,Moderate,Mild,None,Mild,Moderate
3269,Leyla ile Mecnun,2010,9.1,91862,Adventure.Comedy.Drama,80,Series,TV-PG,112,Mild,Mild,Mild,None,Mild
3270,Wizards of Waverly Place,2010,6.9,31729,Adventure.Comedy.Drama,22,Series,TV-G,106,None,None,None,None,Mild
3271,Inside Llewyn Davis,2013,7.5,146722,Comedy.Drama.Music,104,Film,R,1,None,Mild,Severe,Mild,None
3272,Miseuteo Shunshain,2018,8.8,5743,Action.Drama.History,80,Series,TV-MA,24,None,Moderate,Mild,Mild,Moderate
3273,Savages,2012,6.5,127478,Action.Crime.Drama,131,Film,R,1,Moderate,Severe,Severe,Severe,Moderate
3274,House of Wax,1953,7.1,17302,Horror,88,Film,GP,1,Mild,Moderate,None,Mild,Moderate
3275,Predator 2,1990,6.3,154179,Action.Horror.Sci-Fi,108,Film,R,1,Moderate,Severe,Severe,Severe,Severe
3276,Violet,2021,6.5,104,Drama,92,Film,R,1,No Rate,No Rate,No Rate,No Rate,No Rate
3277,Loudermilk,2021,7.8,3731,Comedy.Drama,30,Series,TV-14,30,Moderate,None,Severe,Moderate,None
3278,Grease 2,1982,4.4,34394,Comedy.Drama.Musical,115,Film,PG,1,Mild,None,Mild,Mild,Mild
3279,The Slumber Party Massacre,1982,5.7,13183,Horror,77,Film,R,1,Moderate,Severe,Mild,Moderate,Moderate
3280,Bachelor in Paradise,1982,5.3,1640,Reality-TV.Romance,42,Series,TV-14,74,No Rate,No Rate,No Rate,No Rate,No Rate
3281,Fairy Tail: Fearî teiru,1982,8,22572,Animation.Action.Adventure,24,Series,TV-14,339,Moderate,Mild,Mild,Mild,Mild
3282,The Old Ways,2020,5.4,4377,Drama.Fantasy.Horror,90,Film,R,1,None,Severe,Moderate,Moderate,Moderate
3283,My Girl,1991,6.9,76653,Comedy.Drama.Family,102,Film,PG,1,Mild,Mild,Mild,Mild,Moderate
3284,Invasion of the Body Snatchers,1978,7.4,56671,Horror.Sci-Fi,115,Film,PG,1,Mild,Moderate,Mild,None,Moderate
3285,History of Horror,1978,8.1,1861,Documentary.Horror,42,Series,TV-MA,19,No Rate,Severe,Mild,No Rate,Mild
3286,Aurora Teagarden Mysteries,1978,7.7,662,Crime.Mystery,90,Series,TV-PG,17,No Rate,No Rate,No Rate,No Rate,No Rate
3287,Candy,1978,8.7,12326,Thriller,39,Series,NULL,8,No Rate,No Rate,No Rate,No Rate,No Rate
3288,One Hundred and One Dalmatians,1961,7.3,160308,Animation.Adventure.Comedy,79,Film,G,1,None,Mild,None,Mild,Mild
3289,The Abyss,1989,7.5,170834,Adventure.Drama.Mystery,140,Film,PG-13,1,Mild,Mild,Moderate,None,Moderate
3290,The Chronicles of Riddick,2004,6.7,220724,Action.Adventure.Sci-Fi,119,Film,R,1,Mild,Moderate,Mild,Mild,Moderate
3291,Geomeun Taeyang,2004,7.7,199,Action.Crime.Drama,NULL,Series,NULL,12,No Rate,No Rate,No Rate,No Rate,No Rate
3292,Virgin Territory,2007,4.8,7810,Adventure.Comedy.History,97,Film,R,1,Moderate,Mild,Mild,No Rate,No Rate
3293,Kljun,2007,7.3,273,Crime.Drama.Mystery,55,Series,NULL,10,No Rate,No Rate,No Rate,No Rate,No Rate
3294,Night of the Demons,1988,6.2,15114,Comedy.Fantasy.Horror,90,Film,R,1,Moderate,Severe,Severe,Moderate,Severe
3295,Brazil,1985,7.9,195136,Drama.Sci-Fi,132,Film,R,1,Mild,Moderate,Mild,Mild,Moderate
3296,Dune World,2021,1.2,261,Action.Fantasy.Sci-Fi,70,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
3297,21,2008,6.8,238789,Crime.Drama.History,123,Film,PG-13,1,Mild,Moderate,Moderate,Mild,Mild
3298,Serbuan maut,2011,7.6,197378,Action.Thriller,101,Film,R,1,None,Severe,Severe,Mild,Severe
3299,Grace,2011,7.2,1847,Crime.Drama.Mystery,90,Series,NULL,5,No Rate,No Rate,No Rate,No Rate,No Rate
3300,Frailty,2001,7.2,80895,Crime.Drama.Thriller,100,Film,R,1,None,Moderate,Mild,Mild,Severe
3301,Secret Window,2004,6.5,188362,Drama.Mystery.Thriller,96,Film,PG-13,1,None,Moderate,Moderate,Mild,Moderate
3302,RuPaul's Drag Race UK,2004,8.4,3004,Game-Show.Reality-TV,60,Series,TV-14,30,Mild,No Rate,Severe,No Rate,None
3303,Chernobyl,2021,5,7088,Drama.History.Romance,136,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
3304,Southbound,2015,5.9,18155,Horror,89,Film,R,1,Mild,Severe,Severe,Mild,Severe
3305,DuckTales,2015,8.2,8343,Animation.Action.Adventure,21,Series,TV-Y,69,None,Mild,None,None,Mild
3306,Street Fighter,1994,4,69538,Action.Adventure.Comedy,102,Film,PG-13,1,None,Mild,Mild,None,Mild
3307,The Politician,1994,7.5,20516,Comedy.Drama,42,Series,TV-14,15,Moderate,Mild,Mild,Mild,Mild
3308,Cliffhanger,1993,6.4,124885,Action.Adventure.Thriller,113,Film,R,1,None,Severe,Severe,Mild,Moderate
3309,Predators,2010,6.4,218869,Action.Adventure.Sci-Fi,107,Film,R,1,None,Severe,Severe,Mild,Severe
3310,Professor T,2010,6.9,1876,Crime.Drama.Mystery,NULL,Series,NULL,6,No Rate,No Rate,No Rate,No Rate,No Rate
3311,My Fair Lady,1964,7.8,90999,Drama.Family.Musical,170,Film,G,1,None,None,Mild,Mild,None
3312,Geostorm,2017,5.3,101419,Action.Sci-Fi.Thriller,109,Film,PG-13,1,Mild,Mild,Mild,None,Moderate
3313,The Flintstones,1994,4.9,78810,Comedy.Family.Fantasy,91,Film,PG,1,Mild,Mild,Mild,Mild,Mild
3314,The Cannonball Run,1981,6.3,34875,Action.Comedy.Sport,95,Film,PG,1,Mild,Mild,Mild,Mild,None
3315,Shrek the Third,2007,6.1,292031,Animation.Adventure.Comedy,93,Film,PG,1,Mild,Mild,Mild,Mild,Mild
3316,Nou fo,2021,7,849,Action.Adventure.Crime,126,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
3317,Knight Rider,2021,6.9,31905,Action.Crime.Drama,46,Series,TV-PG,86,None,Mild,None,Mild,Mild
3318,Torchwood,2021,7.7,39684,Action.Drama.Mystery,50,Series,TV-MA,41,Moderate,Moderate,Moderate,Mild,Moderate
3319,The Life & Times of Tim,2021,8.2,6150,Animation.Comedy,900,Series,NULL,30,No Rate,No Rate,No Rate,No Rate,No Rate
3320,Wayne's World,1992,7,150118,Comedy.Music,94,Film,PG-13,1,Mild,None,Mild,Mild,None
3321,The Curse of La Llorona,2019,5.3,45415,Horror.Mystery.Thriller,93,Film,R,1,None,Moderate,Mild,Mild,Severe
3322,The Fall,2006,7.9,109824,Adventure.Drama.Fantasy,117,Film,R,1,None,Moderate,Mild,Mild,Moderate
3323,Sexy Beast,2000,7.3,58651,Crime.Drama.Thriller,89,Film,R,1,Moderate,Severe,Severe,Moderate,Moderate
3324,Silent Night,2021,7.2,121,Comedy.Drama.Horror,92,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
3325,LOL,2012,4.4,55130,Comedy.Drama.Romance,97,Film,PG-13,1,Moderate,Mild,Mild,Moderate,None
3326,Bridget Jones's Diary,2001,6.7,234631,Comedy.Drama.Romance,97,Film,R,1,Moderate,Mild,Moderate,Moderate,None
3327,The Tax Collector,2020,4.8,11784,Action.Crime.Drama,95,Film,Not Rated,1,Moderate,Severe,Severe,Mild,Severe
3328,The Invasion,2007,5.9,76596,Sci-Fi.Thriller,99,Film,PG-13,1,Mild,Moderate,None,Mild,Moderate
3329,Fantasy Island,2007,6.5,7458,Adventure.Comedy.Drama,60,Series,TV-G,154,Severe,No Rate,No Rate,No Rate,No Rate
3330,Love,2007,7.6,39782,Comedy.Drama.Romance,50,Series,TV-MA,34,Moderate,None,Severe,Moderate,None
3331,50 First Dates,2004,6.8,339671,Comedy.Drama.Romance,99,Film,PG-13,1,Mild,Mild,Moderate,Mild,Mild
3332,Bridge to Terabithia,2007,7.2,149441,Drama.Family.Fantasy,96,Film,PG,1,None,Mild,Mild,None,Moderate
3333,Varsity Blues,1999,6.5,44132,Comedy.Drama.Romance,106,Film,R,1,Moderate,Mild,Severe,Moderate,None
3334,The Perfect Storm,2000,6.4,161870,Action.Adventure.Drama,130,Film,PG-13,1,Mild,Moderate,Moderate,Mild,Moderate
3335,Akira,1988,8,174733,Animation.Action.Drama,124,Film,R,1,Moderate,Severe,Moderate,Mild,Severe
3336,All Creatures Great & Small,1988,8.4,3096,Comedy.Drama,50,Series,TV-PG,90,None,None,Mild,Mild,None
3337,Thunder Force,2021,4.4,37594,Action.Adventure.Comedy,106,Film,PG-13,1,Mild,Mild,Mild,Mild,Mild
3338,Four Good Days,2020,6.6,3220,Drama,100,Film,R,1,No Rate,No Rate,No Rate,No Rate,No Rate
3339,Fatal Attraction,1987,6.9,81318,Drama.Thriller,119,Film,R,1,Severe,Moderate,Moderate,Mild,Moderate
3340,Seutateueob,1987,8.1,6860,Comedy.Drama.Romance,80,Series,TV-14,16,None,Mild,None,Mild,None
3341,Confissões de uma Garota Excluída,2021,5.1,509,Comedy.Drama,91,Film,TV-PG,1,None,None,None,Mild,None
3342,Wall Street,1987,7.4,149491,Crime.Drama,126,Film,R,1,Moderate,Mild,Moderate,Moderate,Mild
3343,Singin' in the Rain,1952,8.3,229289,Comedy.Musical.Romance,103,Film,G,1,None,None,None,None,None
3344,3:10 to Yuma,2007,7.7,298596,Action.Crime.Drama,122,Film,R,1,Mild,Severe,Moderate,Mild,Moderate
3345,Tully,2018,7,55982,Comedy.Drama.Mystery,95,Film,R,1,Moderate,None,Moderate,Mild,None
3346,Just Shoot Me!,2018,6.8,19178,Comedy,30,Series,TV-PG,149,Mild,No Rate,No Rate,Mild,No Rate
3347,Them!,1954,7.2,21082,Horror.Sci-Fi,94,Film,Not Rated,1,None,Mild,None,Mild,Moderate
3348,Turner & Hooch,1989,6.2,68246,Comedy.Crime.Drama,97,Film,PG,1,Mild,Moderate,Mild,Mild,Moderate
3349,Happiest Season,2020,6.6,31266,Comedy.Crime.Drama,102,Film,PG-13,1,Mild,None,Mild,Mild,None
3350,Re-Animator,1985,7.2,60512,Comedy.Horror.Sci-Fi,104,Film,Unrated,1,Severe,Severe,Mild,Mild,Severe
3351,The Virgin Suicides,1999,7.2,149357,Drama.Romance,97,Film,R,1,Mild,Moderate,Mild,Mild,Moderate
3352,Bad Teacher,2011,5.6,198424,Comedy.Romance,92,Film,R,1,Moderate,Mild,Severe,Moderate,None
3353,Malcolm X,1992,7.7,90544,Biography.Drama.History,202,Film,PG-13,1,Mild,Moderate,Moderate,Mild,Moderate
3354,Body of Proof,1992,7.1,16704,Comedy.Crime.Drama,60,Series,TV-14,42,Mild,Severe,No Rate,No Rate,Mild
3355,The Poison Rose,2019,4.7,7923,Crime.Drama.Mystery,98,Film,R,1,None,Moderate,Mild,Moderate,Mild
3356,Broken Arrow,1996,6.1,94863,Action.Adventure.Thriller,108,Film,R,1,None,Severe,Moderate,Mild,Moderate
3357,Addams Family Reunion,1998,4,4318,Comedy.Family.Fantasy,91,Film,PG,1,No Rate,No Rate,No Rate,No Rate,No Rate
3358,Le pacte des loups,2001,7,64761,Action.Adventure.Drama,142,Film,R,1,Severe,Severe,None,Mild,Moderate
3359,Den som dræber - Fanget af mørket,2001,7.5,3108,Crime.Thriller,45,Series,TV-14,16,Moderate,Severe,Mild,Mild,Severe
3360,Per qualche dollaro in più,1965,8.2,244222,Western,132,Film,R,1,Moderate,Moderate,None,Mild,Moderate
3361,The Campaign,2012,6.1,127820,Comedy,85,Film,R,1,Moderate,Mild,Moderate,Mild,None
3362,Rambo: First Blood Part II,1985,6.5,161712,Action.Adventure.Thriller,96,Film,R,1,Mild,Moderate,Mild,Mild,Moderate
3363,Tango & Cash,1989,6.4,101446,Action.Comedy.Crime,104,Film,R,1,Moderate,Moderate,Severe,Moderate,Mild
3364,Insomnia,2002,7.2,285016,Drama.Mystery.Thriller,118,Film,R,1,Mild,Moderate,Moderate,Mild,Moderate
3365,The Spy Who Dumped Me,2018,6.1,73885,Action.Adventure.Comedy,117,Film,R,1,Moderate,Moderate,Severe,Mild,Mild
3366,High Fidelity,2000,7.5,174110,Comedy.Drama.Music,113,Film,R,1,Mild,Mild,Severe,Moderate,Mild
3367,Ocean's Twelve,2004,6.5,373562,Crime.Thriller,125,Film,PG-13,1,None,Mild,Moderate,Mild,None
3368,Idle Hands,1999,6.2,41820,Comedy.Fantasy.Horror,92,Film,R,1,Moderate,Severe,Moderate,Moderate,Moderate
3369,Not Fade Away,2012,6,4548,Drama,117,Film,R,1,Mild,Mild,Severe,Severe,Mild
3370,Saturday Night Fever,1977,6.8,76060,Drama.Music,118,Film,R,1,Severe,Moderate,Severe,Moderate,Moderate
3371,Dora and the Lost City of Gold,2019,6.1,28035,Action.Adventure.Comedy,102,Film,PG,1,None,Mild,Mild,Mild,Mild
3372,Samaritan,2022,NULL,NULL,Action.Drama.Fantasy,NULL,Film,NULL,1,No Rate,No Rate,No Rate,No Rate,No Rate
3373,Nerve,2016,6.5,122648,Action.Adventure.Crime,96,Film,PG-13,1,Mild,Mild,Mild,Mild,Moderate
3374,9,2009,7.1,136543,Animation.Action.Adventure,79,Film,PG-13,1,None,Moderate,None,Mild,Moderate
3375,Steins;Gate,2009,8.8,52130,Animation.Comedy.Drama,24,Series,TV-14,26,Mild,Moderate,Mild,None,Moderate
3376,My Little Pony: Friendship Is Magic,2009,7.6,19998,Animation.Adventure.Comedy,22,Series,TV-Y,235,None,Mild,None,None,Mild
3377,Hush...Hush.Sweet Charlotte,1964,7.6,13906,Crime.Drama.Mystery,133,Film,Not Rated,1,None,Moderate,Mild,Mild,Moderate
3378,127 Hours,2010,7.5,361435,Biography.Drama,94,Film,R,1,Mild,Severe,Moderate,Mild,Severe
3379,Sanditon,2010,7.8,9673,Drama.Romance,60,Series,TV-14,12,Mild,None,No Rate,Mild,Mild
3380,F Is for Family,2010,8,32110,Animation.Comedy.Drama,30,Series,TV-MA,44,Severe,Severe,Severe,Moderate,Moderate
3381,This Means War,2012,6.3,181477,Action.Comedy.Romance,103,Film,PG-13,1,Moderate,Moderate,Moderate,Mild,Mild
3382,Night of the Animated Dead,2021,4,323,Animation.Horror,71,Film,R,1,No Rate,No Rate,No Rate,No Rate,No Rate
3383,What Women Want,2000,6.4,200767,Comedy.Fantasy.Romance,127,Film,PG-13,1,Moderate,None,Mild,Mild,None
3384,I Spit on Your Grave 2,2013,5.7,28658,Horror.Thriller,106,Film,R,1,Severe,Severe,Severe,Moderate,Severe
3385,Oz the Great and Powerful,2013,6.3,203186,Adventure.Family.Fantasy,130,Film,PG,1,None,Mild,None,None,Moderate
3386,Se.jie,2007,7.5,39802,Drama.History.Romance,157,Film,NC-17,1,Severe,Severe,Moderate,Moderate,Severe
3387,Better Things,2007,7.8,13258,Comedy.Drama,22,Series,TV-MA,43,Moderate,Mild,Severe,Moderate,None
